PlantNo,Width,Age,Temperature,Rain expected in 2 weeks,SoilType,WhiteRoots,PestAttacks,FloweringSeason,Result
No978,20,5,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No979,23,8,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No980,25,5,31,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No981,19,5,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No982,25,6,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No983,20,8,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No984,22,7,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No985,19,6,31,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No986,22,8,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No987,23,5,31,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No988,24,5,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No989,23,7,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No990,21,7,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No991,19,7,31,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No992,19,5,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No993,25,6,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No994,23,6,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No995,23,8,30,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No996,21,6,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No997,25,6,29,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No998,24,7,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No999,23,7,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No1000,23,6,28,Yes,Noncalic-Brown,Yes,No,Yes,Disease infected.Wait until the tree recovers
No1001,12,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1002,17,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1003,14,7,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1004,15,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1005,15,8,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1006,14,7,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1007,13,7,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1008,15,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1009,13,8,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1010,16,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1011,16,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1012,12,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1013,13,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1014,14,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1015,13,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1016,12,8,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1017,17,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1018,12,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1019,12,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1020,12,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1021,17,7,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1022,13,7,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1023,17,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1024,14,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1025,15,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1026,15,8,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1027,17,8,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1028,14,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1029,13,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1030,17,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1031,17,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1032,16,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1033,15,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1034,14,7,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1035,12,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1036,14,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1037,15,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1038,17,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1039,16,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1040,15,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1041,17,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1042,13,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1043,12,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1044,15,8,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1045,17,7,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1046,13,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1047,12,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1048,15,7,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1049,16,7,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1050,15,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1051,15,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1052,17,7,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1053,13,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1054,14,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1055,16,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1056,17,7,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1057,16,8,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1058,13,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1059,13,8,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1060,16,8,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1061,13,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1062,12,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1063,16,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1064,12,8,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1065,12,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1066,15,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1067,14,7,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1068,16,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1069,13,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1070,12,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1071,12,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1072,12,8,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1073,17,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1074,13,8,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1075,16,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1076,17,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1077,17,8,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1078,16,8,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1079,16,8,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1080,15,7,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1081,14,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1082,13,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1083,16,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1084,17,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1085,16,7,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1086,17,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1087,14,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1088,13,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1089,13,5,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1090,14,7,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1091,12,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1092,13,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1093,13,6,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1094,15,8,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1095,17,8,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1096,15,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1097,16,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1098,14,8,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1099,13,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1100,13,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1101,12,7,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1102,16,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1103,12,8,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1104,14,6,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1105,17,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1106,16,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1107,12,7,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1108,14,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1109,12,8,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1110,13,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1111,17,5,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1112,16,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1113,15,7,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1114,13,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1115,16,6,32,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1116,15,6,31,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1117,16,5,28,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1118,15,5,30,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1119,15,5,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1120,15,6,29,No,Red-Yellow,No,No,No,Not ready for inoculation .Width is not enough
No1121,13,7,30,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1122,14,6,30,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1123,15,8,28,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1124,17,6,30,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1125,12,5,32,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1126,17,5,32,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1127,14,6,31,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1128,16,7,29,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1129,16,8,28,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1130,15,8,31,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1131,15,8,29,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1132,13,7,32,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1133,15,7,31,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1134,15,5,32,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1135,17,6,31,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1136,14,7,29,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1137,15,6,29,No,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1138,15,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1139,13,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1140,13,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1141,14,7,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1142,13,5,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1143,15,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1144,17,8,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1145,16,7,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1146,16,8,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1147,13,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1148,16,7,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1149,13,8,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1150,16,5,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1151,15,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1152,12,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1153,14,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1154,14,5,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1155,13,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1156,15,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1157,17,8,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1158,13,7,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1159,13,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1160,13,5,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1161,15,5,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1162,15,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1163,13,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1164,17,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1165,17,7,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1166,15,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1167,15,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1168,17,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1169,14,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1170,17,8,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1171,17,8,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1172,13,7,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1173,14,8,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1174,16,7,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1175,13,7,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1176,16,8,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1177,14,7,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1178,17,7,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1179,12,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1180,16,5,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1181,16,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1182,16,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1183,12,7,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1184,12,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1185,12,6,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1186,16,8,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1187,15,8,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1188,14,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1189,15,5,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1190,13,6,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1191,13,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1192,15,6,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1193,16,7,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1194,12,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1195,16,8,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1196,17,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1197,13,7,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1198,16,6,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1199,16,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1200,15,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1201,16,8,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1202,16,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1203,12,7,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1204,12,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1205,16,7,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1206,17,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1207,13,8,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1208,17,5,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1209,16,6,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1210,13,8,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1211,13,6,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1212,12,6,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1213,14,8,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1214,12,8,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1215,13,5,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1216,14,6,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1217,17,5,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1218,15,5,30,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1219,14,8,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1220,12,8,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1221,16,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1222,14,6,28,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1223,16,5,32,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1224,13,7,29,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1225,14,8,31,Yes,Reddish-Brown,No,No,No,Not ready for inoculation .Width is not enough
No1226,16,5,30,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1227,12,7,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1228,16,5,29,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1229,13,6,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1230,12,5,30,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1231,14,7,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1232,15,5,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1233,17,7,30,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1234,17,5,30,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1235,13,8,30,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1236,12,6,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1237,13,5,29,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1238,17,7,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1239,12,7,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1240,16,5,31,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1241,12,5,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1242,12,8,32,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1243,16,7,32,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1244,15,8,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1245,14,5,32,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1246,15,8,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1247,14,7,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1248,16,5,28,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1249,13,6,32,Yes,Reddish-Brown,No,Yes,No,Not ready for inoculation .Width is not enough
No1250,18,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1251,19,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1252,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1253,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1254,19,3,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1255,18,4,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1256,20,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1257,20,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1258,19,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1259,19,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1260,20,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1261,20,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1262,20,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1263,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1264,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1265,19,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1266,20,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1267,19,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1268,18,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1269,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1270,20,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1271,20,4,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1272,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1273,20,3,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1274,20,2,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1275,20,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1276,18,2,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1277,19,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1278,19,2,30,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1279,19,4,29,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1280,20,2,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1281,20,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1282,18,2,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1283,18,4,32,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1284,19,3,31,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
No1285,18,3,28,No,Red-Yellow,No,No,No,Not ready for inoculation. Tree is not matured enough
